Block Height,Block Timestamp,Block Value,Pool Hashrate (GH/s)
493344,1509980352,15.30651812,814425155.60058
493330,1509967691,14.64400848,807822247.95489
493293,1509947327,13.46068276,803348092.99555
493280,1509941955,15.05490218,808901005.9107
493258,1509928426,13.86862537,830756897.46566
493220,1509904595,13.32253015,819771723.81239
493210,1509898646,13.76326917,805228008.4836
493209,1509898220,12.80161117,802838934.97886
493188,1509888164,13.37009492,805235806.75932
493170,1509878844,14.61110368,816877159.75714
493161,1509870033,14.62271981,802528113.55573
493133,1509850687,12.8979123,802339663.82586
493083,1509825862,15.6482229,799189944.54009
493082,1509824149,14.3596887,797306626.55178
493080,1509823064,14.52562186,796804293.93538
493049,1509806665,14.51265367,778205109.73561
493014,1509781798,14.6842121,787035756.56494
493000,1509772642,15.18633107,792052457.11043
492986,1509758047,15.17879852,803212711.48729
492984,1509757250,15.84640019,804704840.76162
492932,1509715044,15.00973844,785860700.26728
492928,1509714122,14.79754412,867535603.27597
492899,1509694406,15.21751818,790081431.4523
492898,1509692871,13.70859629,791800915.22112
492886,1509685606,14.73335465,794903531.19274
492882,1509682461,14.65805527,780918597.053
492875,1509673960,14.6397611,800679141.42917
492871,1509670476,12.87053663,792917014.31965
492865,1509668536,14.82937058,797134746.79292
492840,1509654833,14.6092898,806844935.76608
492836,1509653863,15.1034967,832343579.23342
492825,1509646655,14.91411039,798905956.82407
492812,1509637279,14.69901067,816034919.18654
492808,1509633441,14.36395221,793329782.49847
492758,1509610508,14.55558379,785523948.06265
492757,1509610330,15.10251618,787425261.96737
492752,1509603765,12.95828966,780184408.64243
492750,1509603322,14.38342477,780353069.584
492741,1509596736,13.9171333,781360749.4662
492733,1509590903,12.69055784,787428268.92611
492685,1509565079,13.9730599,797745881.49033
492682,1509563565,15.12705027,795871060.54093
492675,1509559916,15.13162183,786936765.85261
492674,1509558793,13.57094641,780366824.21994
492667,1509557638,14.51347211,787917830.88754
492665,1509556708,15.10662545,789029084.39092
492655,1509552787,14.20108249,782470624.77618
492644,1509548304,14.55614127,783611520.57292
492640,1509546545,14.48926742,782747257.40275
492634,1509544485,14.98540552,791937860.62159
492629,1509539117,14.87452551,780031203.34867
492603,1509525436,14.25333647,773107577.12137
492577,1509512818,14.55159001,766609735.86084
492574,1509510991,15.00555894,772058395.98208
492569,1509506667,15.13351545,772337163.38777
492547,1509486125,14.86666376,773376397.57125
492541,1509480144,15.26490748,766709131.12253
492515,1509462018,14.87265581,761569362.403
492511,1509459642,14.98846133,761964215.88451
492502,1509454875,14.27333446,768651951.07103
492491,1509448385,15.49025087,769312669.71686
492486,1509443875,13.68113061,757599664.52076
492481,1509441364,15.14238923,765542817.38498
492471,1509435390,15.03122363,756967517.43912
492448,1509423587,13.58350975,754922219.96018
492445,1509421460,12.91919712,751728533.38285
492408,1509401009,13.59619597,755644395.6607
492398,1509397733,13.27206845,757067431.52934
492391,1509395307,14.43284245,762693603.0722
492384,1509391454,14.52182048,760845525.00239
492373,1509385821,14.58955145,762736585.1117
492362,1509377325,15.30018793,708823879.2706
492321,1509355335,14.85069026,762063452.95192
492308,1509344651,15.12364619,753719937.8492
492297,1509337577,14.46685135,758818585.28696
492296,1509336701,13.78840475,757655858.43052
492291,1509332128,14.22496947,758569181.18264
492288,1509331204,13.37830255,760279220.43503
492283,1509329141,14.46439766,760476638.48714
492276,1509324143,14.84681466,759511291.39746
492271,1509319764,14.83536729,759219440.88383
492261,1509314425,13.97174756,753726058.10399
492255,1509312747,15.22088135,760110618.37687
492240,1509302883,13.71520066,772749304.70784
492230,1509296186,13.43402846,765875648.27136
492228,1509295719,14.13091126,769440256.92397
492139,1509245313,14.37017591,756344764.30632
492130,1509242316,15.5558273,765941713.63191
492126,1509237996,15.40184734,761721559.97984
492114,1509226843,15.48195912,770948368.49171
492065,1509176530,14.42667349,774810221.16876
492057,1509168991,14.79821386,779045984.7087
492036,1509150697,14.03393184,772168587.46442
492024,1509143008,14.54725159,774668424.89111
492022,1509141349,14.51747721,772573971.26074
492013,1509133002,14.64475828,773355773.28896
492003,1509122996,14.07447171,774287270.40508
491995,1509117496,14.03619606,768121693.13169
491973,1509104196,14.11453121,774814752.95618
491969,1509097410,13.84396755,744553572.97524
491967,1509096971,14.02027578,737897071.85111
491953,1509084895,14.19018918,747818290.59744
491946,1509080267,14.01920005,742965222.41905
491943,1509077091,13.99391297,751104091.95217
491936,1509073227,14.1468505,754237634.63316
491929,1509061747,13.85423988,768143259.25361
491900,1509033769,12.55582294,743550732.02996
491869,1509024937,14.06907524,746451837.04954
491867,1509023347,12.88604504,738442442.13243
491851,1509017285,13.02900602,771759366.5637
491842,1509013623,13.24692305,766834596.95222
491809,1509003069,12.97225633,727774973.5316
491797,1508999298,12.97130296,728857192.63453
491778,1508992290,12.75277123,728136434.85576
491776,1508992014,12.77275955,725112722.13956
491736,1508970269,12.93141592,742091581.60074
491729,1508966859,14.03683928,734681496.19688
491723,1508964711,12.65108322,732639423.11762
491707,1508956242,12.85434382,742728085.49951
491685,1508948098,12.75399555,754438405.3985
491676,1508945590,14.37036302,750795405.34671
491675,1508943513,12.63398904,742218102.22355
491674,1508943486,12.74789061,744103621.54899
491656,1508933998,14.1934133,737352558.67184
491652,1508931277,13.62285072,735621208.59324
491640,1508926416,13.97255865,764183704.43846
491636,1508923530,12.98721324,755547141.94576
491606,1508912762,13.89529617,763727094.11591
491574,1508894359,13.06221547,757022426.68748
491570,1508892108,13.59678894,746145748.17655
491566,1508890030,12.8796557,739641771.26799
491563,1508889414,13.31733934,743631945.37184
491557,1508886446,13.85244704,756340378.64876
491547,1508880970,14.02079553,745723982.78409
491545,1508879919,13.43440519,743436370.79841
491529,1508874913,13.94170578,739479064.13986
491516,1508864930,13.71872921,717692949.72692
491506,1508858616,13.74706587,736021112.86711
491474,1508838580,13.98827078,735798527.84856
491460,1508832193,14.2273139,739505881.63958
491458,1508830264,13.25165921,749027362.15168
491453,1508828697,12.72268547,730880094.7679
491445,1508826703,14.99912489,738215556.14473
491444,1508824027,13.80189468,736905590.54119
491422,1508813047,12.99584658,731523093.79113
491415,1508811290,13.51992327,732217378.25086
491408,1508808880,14.48755384,734267177.98233
491379,1508794254,13.98583191,739203056.928
491373,1508791036,13.87846506,742288568.68283
491371,1508790184,13.94875008,744965089.31874
491366,1508786834,13.93236265,741311205.09097
491355,1508783454,13.48977734,735329060.57179
491350,1508782707,13.9167554,739507149.37434
491329,1508770620,14.05957763,734653241.65797
491317,1508762116,13.64639606,727932903.72327
491306,1508756028,12.75905542,728690401.16894
491301,1508754135,12.72897582,724654555.47647
491270,1508738156,13.22862429,725751970.38184
491265,1508735839,13.13840182,727957240.51799
491257,1508731943,12.84975697,726908677.37006
491229,1508721217,14.15131105,739873789.8718
491204,1508703934,13.55848206,730808217.33719
491188,1508697400,12.85139024,723042411.11492
491152,1508679354,12.67954206,717957717.73065
491149,1508679142,13.09559257,720092596.03305
491144,1508677560,12.95492258,720695425.01222
491133,1508673132,13.9811361,709970528.06214
491132,1508672305,13.74287327,716902680.54003
491128,1508669553,14.36572335,723793072.10728
491102,1508653821,13.98390713,719829628.80724
491089,1508648392,12.56236923,722648327.52517
491013,1508608123,14.22097323,666210926.07773
491002,1508603053,13.89464023,700172829.99425
490988,1508597879,13.81891531,701567984.42584
490984,1508596437,14.19872959,702694834.80758
490969,1508591451,13.56862572,707375707.46339
490961,1508587364,13.26892088,714133206.81813
490939,1508573319,13.24821382,711276261.67942
490914,1508560866,13.85017259,718073318.81247
490875,1508533150,13.75838475,717584682.28733
490794,1508493134,13.15951126,697020557.91173
490785,1508489030,13.81145196,703478429.74359
490779,1508483377,12.86640793,699596217.36819
490775,1508482148,12.82455106,701308517.62932
490741,1508469412,12.5102439,693455232.64129
490740,1508469387,12.84764825,694553495.77879
490724,1508463421,12.62672216,690831102.28002
490722,1508462726,13.2906107,690677211.21785
490719,1508461748,13.71414466,692500856.24912
490705,1508454452,13.38140137,688935984.15862
490704,1508454119,14.11191901,688013819.42019
490679,1508444162,12.71929705,682377688.08276
490678,1508444049,13.72572805,683577083.06964
490669,1508440915,12.62731969,686431083.7549
490633,1508429150,14.12936346,686272979.22159
490620,1508421438,13.84182736,681479758.28696
490611,1508415986,14.27051587,687508578.50533
490605,1508409522,12.80474766,682267398.514
490596,1508404256,13.12258991,682772648.56791
490588,1508398126,12.55883681,682067644.94351
490566,1508384256,13.69139491,692522518.16373
490563,1508382684,13.04554164,683415820.64804
490544,1508376234,13.28685188,686808199.72371
490524,1508363838,13.76513431,674905472.08829
490497,1508351672,14.30151581,665437022.89473
490459,1508325644,15.97051732,634090407.701
490449,1508322896,12.90888434,630770110.63695
490437,1508317086,14.14405705,631607780.63833
490434,1508313984,14.35400587,632743256.12396
490430,1508311634,13.92422491,631333010.13649
490411,1508299450,12.81341638,614013459.48148
490396,1508292790,14.26299208,584200698.30707
490395,1508291473,13.14217696,574609156.16216
490336,1508257100,14.52947195,663458962.27433
490322,1508250051,14.1348255,677827745.07563
490319,1508249457,14.47950311,682479336.54298
490318,1508248313,14.45472962,674795563.78578
490305,1508241964,13.25311471,664497615.2756
490290,1508233736,13.88875734,670473676.49536
490288,1508233013,12.93028057,663037050.18114
490265,1508219608,12.6719613,664883301.8414
490258,1508217425,12.72442832,660280810.59653
490254,1508216686,13.36760867,664417186.04287
490253,1508216287,13.35575252,663858971.23357
490236,1508207523,14.60398754,675654467.75389
490235,1508205660,13.16545803,670266653.21091
490231,1508204217,13.1696464,672349474.63155
490205,1508192048,14.66143627,674585939.28029
490190,1508183324,14.09327804,672168373.40731
490189,1508183039,14.42149468,670744380.23631
490186,1508181162,14.37668102,668651351.89972
490180,1508179081,14.02241846,672588184.94337
490161,1508166765,14.42968693,697392205.99509
490106,1508139616,12.944345,652095002.74972
490101,1508136799,14.06833049,651913094.31708
490072,1508123401,12.51922349,655451814.89718
490066,1508121992,12.85927928,666679922.37406
490063,1508120775,12.78615816,664762357.81373
490061,1508120258,12.92227289,664062827.86385
490059,1508118851,12.68750193,669650567.42264
490040,1508108000,12.98587345,659820014.97888
490015,1508096299,12.63207216,657193554.613
490010,1508094631,14.30428292,657401948.19808
489980,1508081870,12.71642895,647459709.09777
489957,1508070545,15.1990483,641491998.05957
489917,1508052450,13.31742831,640337642.60324
489909,1508046573,13.18075922,642414461.92243
489896,1508042968,12.71105848,639897727.28719
489880,1508036532,15.00813225,647517075.86854
489864,1508030211,12.70370909,645384867.83946
489861,1508029987,13.38329128,650784607.86185
489834,1508011892,14.83791975,646013226.09378
489819,1508004173,14.98816795,644524827.59528
489807,1507998088,14.21008886,651138437.15543
489803,1507996340,14.74929796,653419922.52387
489734,1507954179,14.47882746,665236527.52909
489714,1507940725,13.96566584,663992199.02444
489684,1507926883,14.3742374,625383293.38919
489656,1507914114,15.16121511,653506847.94679
489647,1507909462,15.14977682,626385576.91517
489643,1507907102,15.47172515,626074637.58242
489639,1507902087,15.19028228,621241594.46467
489621,1507889456,14.32880002,623876090.46545
489606,1507879827,14.5757297,622184717.87739
489603,1507876312,14.42408481,622121811.91654
489600,1507874540,14.1110053,621026043.27788
489594,1507869431,14.51574302,619378835.64597
489583,1507856729,13.63580086,614483326.72959
489571,1507851172,14.13209605,615573185.6293
489567,1507850077,13.90704645,615721254.12009
489556,1507842907,14.93231856,618263743.78802
489553,1507839510,14.45662434,617902093.58999
489538,1507828189,13.8994732,611776408.28848
489535,1507827447,14.29260555,614447235.21248
489534,1507826319,14.02862197,614225875.33709
489530,1507822853,13.97567052,616324569.13589
489527,1507819157,13.842796,620048618.83935
489505,1507810598,13.84220195,642156493.85553
489498,1507807042,13.93242625,633155472.6774
489497,1507806393,14.00686874,636578078.98278
489457,1507786172,13.86182147,614148279.22481
489453,1507784327,13.27863757,622155889.18087
489434,1507773009,12.5445116,612464333.87357
489433,1507772956,12.95529844,613437296.96608
489407,1507757702,12.75351816,606282972.35713
489403,1507757018,13.07950644,618193257.92794
489390,1507751516,13.93767918,601570196.98712
489360,1507735025,14.31838886,583360930.19248
489325,1507712976,13.97385649,590496940.3916
489319,1507705524,13.60015817,597369112.86297
489306,1507697722,13.68866776,594388280.28759
489281,1507678869,13.53534032,587995814.53113
489261,1507669751,13.89107192,599100604.39583
489260,1507669666,14.08868019,599531605.82222
489256,1507664578,13.26901815,579103822.87274
489247,1507660055,13.71084693,596663365.90647
489227,1507648809,13.80413977,588532114.73609
489203,1507631657,13.03474993,580954603.36824
489168,1507615476,12.92980704,577194935.70418
489163,1507614464,12.56891515,570031731.73813
489091,1507577936,13.41655463,582665175.73449
489074,1507568767,12.98959214,570576130.28978
489072,1507568223,13.49626524,572180540.02147
489038,1507549699,13.24873673,568934193.54805
489034,1507548958,13.67639569,573789125.71147
488996,1507526681,12.95524228,571331318.96676
488969,1507510230,13.15615514,568199350.15513
488960,1507505834,12.8413627,561979681.83607
488940,1507499603,13.80992131,563237694.37914
488902,1507481301,12.51231964,564909072.12217
488859,1507456566,12.54598953,563601380.13454
488840,1507449611,12.62743707,564987462.69981
488833,1507446857,13.24800188,569091883.63407
488820,1507440076,12.96587739,570853963.31959
488776,1507419766,12.60641196,561199297.02137
488771,1507416555,12.73583738,568095915.61997
488769,1507415342,12.7335017,575010309.83604
488704,1507384390,12.76355988,573017633.93149
488697,1507378476,12.71733046,566367123.16392
488685,1507374571,12.54898819,565629044.04602
488670,1507367613,12.84772899,571251691.36719
488656,1507358105,12.63328419,568794189.90082
488655,1507357956,13.20586624,569940551.79668
488647,1507350604,14.1168489,572599030.23659
488631,1507342568,12.60620433,594014981.82394
488626,1507340004,12.52187356,614497001.22829
488602,1507324050,14.24603846,592914182.67247
488545,1507291950,13.60225383,563455235.06837
488539,1507290135,12.83595911,564638367.78942
488511,1507274715,12.84700339,601228152.79757
488502,1507268676,13.30255351,587007420.29682
488501,1507268193,12.61235009,588771461.07393
488468,1507252759,14.4584086,603172989.23031
488443,1507242618,14.21070945,570169584.39751
488433,1507234650,14.44185355,571480657.10671
488432,1507233430,14.32243811,572152692.81221
488384,1507192988,14.24966882,555334701.7067
488373,1507185580,13.75972981,566947282.75556
488349,1507170925,13.73418351,566977492.50554
488332,1507157654,14.05452271,554565105.5126
488331,1507156617,13.52544517,541329924.15174
488322,1507153673,14.72112933,541100637.7787
488316,1507148804,15.0946283,539242209.20935
488305,1507138469,13.89623376,553220796.76139
488229,1507086524,12.50830655,596516217.79385
488225,1507086254,13.82390801,603702903.21521
488165,1507055785,13.47857711,526298732.00234
488147,1507046281,14.00896369,565920264.61275
488142,1507042704,12.90912276,559783408.21702
488134,1507039406,13.02855719,553399807.25984
488110,1507028881,13.02090406,549880275.13354
488106,1507027500,13.81690663,556143603.35321
488089,1507020325,13.40667913,548572605.9773
488081,1507015162,12.65972721,554629575.90074
488055,1507005131,13.42326723,559518902.73365
488052,1507004456,13.69498555,550812711.22106
488038,1506997288,14.49126838,521172522.88112
488028,1506992250,13.84016067,567607335.57978
487976,1506965113,13.0073347,547013691.36415
487950,1506954888,14.31537395,545023059.6042
487946,1506952522,14.01953662,511925286.42094
487943,1506948993,13.0454548,516867529.12822
487930,1506943862,13.408453,553711160.40597
487907,1506930428,13.94809823,566007205.40907
487902,1506926124,13.69850876,566560827.2495
487895,1506921659,13.6892663,571767338.43245
487894,1506921268,14.11525366,572208668.00811
487856,1506896380,13.99976173,569104012.90787
487847,1506890519,13.80567432,570186377.75083
487842,1506888540,13.59788781,567980340.0058
487836,1506885412,14.21989009,569675164.65469
487834,1506881504,13.70385129,567298302.74308
487831,1506877610,13.73775544,567284329.95867
487830,1506877000,13.75907037,567508348.14211
487807,1506861244,12.94726454,570414607.27067
487801,1506858371,12.82075528,570899587.15044
487784,1506849831,12.53623986,565743818.25865
487782,1506849769,12.81587646,567731566.54236
487777,1506845101,12.5,566810428.44093
487768,1506838782,12.65533265,569600683.26691
487765,1506837757,13.63668226,574582737.01902
487747,1506821166,12.84499061,568797943.21368
487720,1506804083,13.23156255,571338900.48177
487711,1506797514,12.80036806,579688130.47247
487673,1506762987,12.80157583,567917573.47045
487668,1506761068,12.59413723,570220225.4891
487667,1506760936,13.22270719,571066923.40589
487644,1506750136,12.84637136,568329322.1927
487621,1506739838,12.86527412,583182280.31926
487575,1506716732,12.57025151,530194992.75495
487574,1506716678,12.87181134,531697090.73584
487549,1506706501,12.61148011,567590057.16783
487543,1506702931,14.05850004,570686990.45498
487539,1506701005,13.28087074,570134314.76637
487501,1506684281,13.35566494,559341700.4698
487482,1506673319,13.09224551,554599640.82503
487478,1506671493,12.52782616,552473969.3405
487470,1506669453,12.78591239,560241658.6564
487466,1506667874,14.06327507,572207481.71934
487432,1506642582,12.88062254,561121228.79069
487388,1506623143,13.47361446,565714903.85027
487361,1506610161,12.61339158,553576414.36777
487357,1506607987,13.01744671,536687489.26184
487343,1506597668,12.56217339,554931829.36513
487342,1506597628,12.90674118,555768921.04925
487335,1506593866,12.82607115,553597911.75647
487325,1506589918,12.86095634,549578368.71496
487317,1506584796,12.95827015,548982643.7116
487306,1506579887,12.53449658,548302541.28138
487289,1506574646,13.04345942,544500614.07289
487287,1506573838,13.25902665,544300362.82584
487277,1506567498,12.99406575,544840732.79416
487272,1506565247,12.61803469,535702007.15987
487222,1506538223,14.2149913,533104501.39954
487220,1506536618,14.29658786,534385649.865
487216,1506533927,13.73472286,537095870.4566
487188,1506516796,14.22009893,542058387.81176
487184,1506512966,13.76734624,541081442.18802
487163,1506498406,14.4296172,541051773.3125
487160,1506495461,12.80249392,540729536.53796
487155,1506493199,12.98518859,542237814.65804
487154,1506492802,13.40007036,542451888.98288
487139,1506483727,12.86617385,541797725.23253
487134,1506480707,12.83214727,549158904.45052
487109,1506471453,13.93947011,549714606.12423
487097,1506465833,13.77388249,586175506.61745
487048,1506432109,14.11125796,533783150.30893
487045,1506430217,13.14423499,544652292.19606
487044,1506430093,13.85446497,547170174.5374
487002,1506406436,13.9389954,537700974.76046
486992,1506397912,14.10045122,536689883.92901
486974,1506386045,13.47942135,534309550.87739
486971,1506384388,14.01597541,531606944.56554
486953,1506372718,14.42736457,522200865.58381
486929,1506356780,14.19320913,525451818.13336
486918,1506352117,14.87368109,525365149.62689
486910,1506341190,13.55328461,525256975.15625
486905,1506337600,13.43551093,530643350.53266
486884,1506326891,13.73705808,526957627.58639
486869,1506316777,12.64833864,541606654.65418
486868,1506316671,13.3995431,543087951.46696
486834,1506288520,12.7397689,524446393.77951
486828,1506284776,12.50289931,569920357.57863
486763,1506248734,13.18750999,530420196.86762
486745,1506237733,12.72977689,516680782.10196
486719,1506221467,12.76122337,517344097.0395
486695,1506207725,13.06913183,517130949.06363
486694,1506207030,13.24218795,515772316.24994
486688,1506204604,13.90013684,516094253.51516
486679,1506199521,13.63931495,517202259.1713
486662,1506188384,13.20665491,505176986.87698
486653,1506184864,12.58764618,506252659.37639
486646,1506183306,12.52777957,511239325.79658
486604,1506161657,12.71404745,502923959.74287
486599,1506160255,12.56118941,504479793.25778
486592,1506157951,13.60487415,504141164.73662
486585,1506155485,14.24989051,507703461.72275
486564,1506143649,12.68640792,502183555.71084
486554,1506139573,12.7261318,506320940.09726
486551,1506136677,13.88660272,533942643.20972
486484,1506090511,13.30925034,486703001.96936
486476,1506083451,14.37613002,489244568.63873
486472,1506080217,12.84101295,483158730.18167
486458,1506072744,12.9119042,483409651.81837
486456,1506071405,13.50159185,483339518.47848
486444,1506065061,13.4206429,491703069.2195
486443,1506064040,13.05755776,499711014.01254
486378,1506029409,13.1753073,488157080.39077
486349,1506015735,12.99264471,468843927.23981
486329,1506006962,13.38835093,474574491.37607
486304,1505995787,12.53166413,481521388.10093
486282,1505984024,13.44649704,477298805.3206
486255,1505971284,12.56079667,475696572.33846
486244,1505966341,14.08696639,481069479.91697
486210,1505945028,12.78961525,479915528.45058
486195,1505938898,13.69570897,477721065.98358
486181,1505931064,13.23424096,484928772.22603
486178,1505930140,14.2094304,494545564.35135
486143,1505907569,13.57015386,472214087.97003
486138,1505906297,13.95925957,473597207.97299
486134,1505900690,15.00946271,478249796.56133
486130,1505894128,14.27493134,484114808.55164
486114,1505875940,14.10092199,497965186.33471
486113,1505874835,14.12671454,523512913.09921
486048,1505836774,13.95964187,456942872.34108
486039,1505832847,13.14679167,480964634.62348
486023,1505827101,13.94295548,489930548.69996
486009,1505816086,14.14213137,535176030.73446
485938,1505775350,14.38793654,480118244.38179
485934,1505771046,13.9564049,479516896.42574
485933,1505770893,14.42355449,480344548.25087
485930,1505766412,14.16042785,483190822.8877
485927,1505762584,13.96705808,479216071.24423
485916,1505755388,13.70074435,480829484.80525
485901,1505748668,14.28137546,481398997.14087
485899,1505746450,14.12543063,482668867.80713
485883,1505736828,14.014498,474693851.70644
485843,1505709681,12.85068996,475375918.20433
485840,1505708043,13.61001898,476354744.27404
485831,1505699875,13.9155516,474547426.54318
485816,1505691277,12.64565946,464831460.45307
485812,1505690617,13.02377175,465859069.29932
485802,1505687113,12.62876781,470113805.71729
485782,1505674748,12.71175472,463654011.18756
485740,1505657249,12.63794433,470041241.68159
485735,1505654818,13.15303728,482878743.53714
485713,1505638800,13.14411584,470006603.98537
485702,1505633626,13.04521267,467305504.40685
485693,1505629859,13.12235364,474736060.40825
485675,1505619393,12.76912665,481371141.06611
485632,1505602689,12.56116143,455352409.95158
485630,1505602053,13.49121983,457500742.81975
485623,1505594962,12.56269785,456645268.48124
485609,1505588707,12.5433594,456127558.74485
485591,1505579483,12.97796137,449195776.39489
485588,1505577983,14.11295248,448772198.11462
485579,1505572322,13.08484005,453168247.89397
485577,1505571594,12.93962313,456615253.89115
485573,1505570939,12.68059507,459665107.77186
485548,1505559107,13.18182792,456498130.13781
485538,1505554227,14.14586107,459909916.94628
485511,1505539478,12.56720436,458140758.41452
485506,1505537121,12.73825437,461702420.20391
485502,1505536791,13.8083272,464917128.57383
485482,1505525624,13.58251279,460775514.1465
485480,1505524116,14.37276564,462242705.97285
485463,1505514124,13.48081731,453720687.75031
485461,1505513620,13.47396483,455571329.41627
485436,1505496640,13.55775951,452407885.55199
485420,1505488523,14.35159507,456321331.28365
485418,1505487455,14.05939286,463263637.41137
485356,1505461375,13.25982816,449432082.79574
485332,1505447176,12.88900771,444894360.18634
485324,1505443912,12.54616814,453302673.09033
485264,1505421010,13.91863846,454189697.19624
485252,1505414638,14.22055194,459098496.97317
485203,1505385867,13.13227149,442515020.99503
485202,1505385412,12.53094319,442955069.21121
485195,1505382350,13.91499077,446032154.4448
485172,1505369736,14.17081574,450951746.49267
485162,1505364347,13.23885064,449043779.73909
485150,1505358323,13.38754756,448579608.52685
485135,1505350981,12.52720875,447535446.00154
485111,1505342086,12.73218164,442904276.88887
485101,1505338303,12.80946987,437115828.23009
485076,1505328885,12.87375269,445521053.4615
485063,1505324716,14.8285021,448711324.28015
485060,1505321911,12.89168909,445304288.48861
485059,1505321637,12.98532882,445015621.22684
485058,1505321418,12.58494991,445345045.11879
485054,1505319625,12.72798643,442367544.9556
485038,1505315525,13.87512697,442464397.93963
485031,1505309962,12.60762463,442219159.17907
485002,1505296839,13.0741264,434836087.98877
484997,1505294338,12.6885387,437510913.89956
484972,1505284105,13.56873742,430504618.42841
484969,1505281842,12.81292148,433752954.75193
484965,1505280715,13.13683995,440789537.95238
484939,1505264440,13.42697593,466991502.95078
484862,1505230638,12.67642417,447866065.85712
484821,1505214001,15.54767276,439387835.29418
484815,1505211815,13.68410711,457159167.24789
484750,1505177139,12.77807297,435862924.65143
484727,1505165833,12.95356755,439059927.86378
484701,1505151487,14.00391248,433821496.38696
484686,1505145792,13.62440207,429656819.94911
484682,1505144418,13.77672767,431979406.82364
484669,1505138132,14.53305447,438861625.43898
484668,1505137192,14.61843702,438884259.55617
484646,1505126258,13.81166525,431584343.86279
484632,1505119334,14.60265485,436123834.65713
484625,1505113592,12.840159,437029675.01283
484602,1505103415,13.77701918,456277512.24261
484567,1505087287,14.41616813,442346408.62065
484560,1505078650,12.74832219,438491015.58065
484557,1505078045,14.83291475,440920206.0546
484543,1505071112,13.61249677,469040253.63991
484540,1505070002,14.28861359,481642283.61346
484516,1505051358,13.67667126,447232335.06445
484504,1505045419,12.54628462,442084180.19262
484496,1505040206,14.80635545,439546764.12772
484486,1505030072,12.90096402,445677295.97773
484474,1505023330,13.18605339,421964298.33485
484463,1505017734,13.26168594,435587697.98258
484445,1505007022,12.64797481,402254470.41845
484436,1505003124,13.04559457,401178049.11207
484424,1504998769,14.54485013,407037021.72041
484392,1504982869,12.75193763,402896098.25606
484379,1504974768,14.83477799,405823093.61243
484368,1504969695,12.72964363,470020221.91481
484301,1504933967,13.97667548,439616898.09134
484262,1504915285,13.10672243,434266344.4988
484252,1504911489,13.681432,438881911.14023
484241,1504905818,12.98582748,429789786.33241
484222,1504896989,12.96530866,450818972.30157
484196,1504883497,14.81913273,444747501.77149
484174,1504872660,12.87959259,434873605.42597
484171,1504871668,12.67829518,438700905.80876
484125,1504845956,12.83635072,439524713.0388
484109,1504839728,14.68909645,458425453.76413
484087,1504829631,14.88179783,456824195.50057
484041,1504804732,15.30225563,443820124.24401
484036,1504802526,14.20262041,459278469.58318
484031,1504797736,12.63594503,433631707.0243
483999,1504784684,14.32989127,435282674.20752
483981,1504773988,14.67069608,429953971.35442
483976,1504771473,15.81454953,430859118.39863
483946,1504761596,12.7630436,438181676.7591
483922,1504747513,12.96554901,462200148.35118
483884,1504728339,14.79481614,429229551.38746
483863,1504717029,13.77137345,431493005.82964
483852,1504711649,14.38456385,431636646.30282
483826,1504696303,12.77684951,431483406.26224
483811,1504689237,15.40135303,456127851.35057
483773,1504666555,13.44754038,450627753.60772
483736,1504651466,13.83722049,436774458.94195
483722,1504645078,12.92591125,452776250.72142
483659,1504619696,13.63130307,429180308.84512
483584,1504587501,15.7305271,451372558.83514
483559,1504574528,14.85721291,439943805.25718
483544,1504563871,16.59008796,452540894.96341
483489,1504535096,14.26825391,479481627.54363
483394,1504490383,13.21909874,427155770.48651
483374,1504480092,12.69652239,435886047.09233
483368,1504477520,12.93083103,431727339.63446
483356,1504472678,12.94758321,430574830.30215
483350,1504469765,16.02508112,432358418.48762
483306,1504447457,13.94338371,407027908.28689
483298,1504443505,12.59555058,409664799.04739
483297,1504443471,12.70002471,410342058.55584
483296,1504443385,12.77001628,410434935.68394
483281,1504435968,15.38344839,413901240.986
483274,1504430755,13.3492601,412729654.51922
483262,1504423182,13.33953382,410330581.82809
483254,1504420414,13.96425512,415516526.81565
483241,1504408939,12.69939994,416916608.04221
483234,1504404730,14.47036822,425485622.14712
483191,1504382200,13.68637035,430972222.03885
483187,1504381060,14.52382737,439081061.30548
483116,1504338094,13.02577295,419319269.18352
483079,1504320833,13.81089185,448292585.55104
483077,1504320477,15.50721122,452341100.1371
483031,1504299375,13.43977091,427827713.09902
482988,1504279437,14.02716803,414818974.71988
482967,1504267966,15.82947422,413822911.79652
482961,1504265072,15.57901869,415158365.86747
482959,1504263248,12.5,412692604.86046
482956,1504262583,13.40480243,414649083.33633
482954,1504262162,13.03521632,416182101.03627
482941,1504254728,15.26626565,414123937.17562
482940,1504254081,15.01827827,413491013.84554
482932,1504249196,16.24198481,414734028.17287
482913,1504236012,12.93946697,413755365.93621
482900,1504231868,12.97303877,414977195.0667
482885,1504225878,17.77942367,425105851.42717
482881,1504221684,13.87937813,429983834.63685
482863,1504212873,15.19362623,447242869.9759
482855,1504207983,16.42536334,462377338.66335
482846,1504201655,15.47615556,462249219.76983
482754,1504161123,13.6709294,404530898.77235
482752,1504160752,15.18940226,406261826.65511
482748,1504158060,15.92184379,409767164.92503
482740,1504150072,16.26725888,402460115.01164
482725,1504140386,16.71845446,404420903.48971
482710,1504132087,16.17642567,425226335.54971
482658,1504103687,14.213622,422369287.65956
