Block Height,Block Timestamp,Block Value,Pool Hashrate (GH/s)
607410,1575918535,12.57317943,4281330303.0359
607405,1575916585,12.69903433,4315129183.78
607357,1575885326,12.5576414,4320114203.3237
607355,1575885078,12.64258452,4318167825.809
607285,1575847041,12.57334237,4358569230.1624
607280,1575844857,12.58745807,4382635385.4857
607275,1575842900,12.5,4427098533.3598
607239,1575820485,12.66593452,4425094833.1736
607193,1575792786,12.69770544,4382425727.3029
607182,1575785637,12.5870954,4395837055.5516
607136,1575761737,12.5127098,4191808211.8185
607084,1575736533,12.51664619,4435566137.3913
607058,1575724999,12.68888487,4205607308.0754
607051,1575720610,12.67361242,4447157742.9281
607038,1575708764,12.50963252,4373129775.618
607017,1575697052,12.71787664,4449562411.047
607003,1575687656,12.64133305,4465049317.8362
606941,1575653592,12.60240194,4343790111.2156
606938,1575653102,12.91071793,4354051151.7472
606937,1575652307,12.71529397,4345320276.2712
606912,1575636775,13.5067711,4023484643.9693
606897,1575625811,12.71226947,4118868491.7867
606890,1575621969,12.53953088,4205018366.4764
606853,1575599843,12.71930815,4183668840.0035
606850,1575596776,12.51641408,4083459161.3801
606843,1575590708,12.57176863,4212714028.7899
606833,1575583863,12.6464149,4347348925.8141
606825,1575579769,12.61793352,4359316324.9079
606761,1575544821,12.58927781,4191196423.2899
606752,1575540106,12.88775631,4227628968.1455
606743,1575535929,12.5941565,4260275593.9977
606741,1575535038,12.5485619,4248711856.7352
606740,1575534921,12.7247394,4254557191.0052
606734,1575532883,12.87288411,4261950158.8091
606731,1575529866,12.82382764,4254869076.7557
606718,1575514489,12.51275832,4301583471.4519
606702,1575506506,12.58836368,4324801960.2925
606685,1575500662,12.59360734,4316763064.7743
606683,1575499943,12.75174367,4325516219.4838
606659,1575487609,12.56865131,4284835522.3611
606628,1575471308,12.60111476,4064689328.2406
606596,1575456180,12.90739561,3829053295.5004
606582,1575448444,12.77107762,4048952080.3359
606579,1575445500,12.53796286,4031579179.9556
606578,1575445403,12.64418942,4043476978.0401
606546,1575427241,12.62766892,3986917527.2226
606530,1575418173,12.69977163,4131466402.3895
606475,1575388963,12.51282798,3962114627.2014
606467,1575387184,12.71265005,3978185063.8062
606444,1575371678,12.57109528,3824564195.5264
606417,1575358260,12.69521922,4164866647.5399
606408,1575353203,12.79910006,4145111695.0463
606392,1575343302,12.60856032,4170978501.9061
606343,1575311124,12.96832325,3993078420.5798
606271,1575270217,12.85166899,4183233603.2446
606259,1575262381,12.58785213,4166845166.1678
606242,1575252859,12.8858365,4211831235.2098
606232,1575246925,12.55488823,3946503894.2095
606222,1575240201,12.56315623,4050481863.2101
606213,1575235046,12.61805544,4138227387.7256
606184,1575216911,12.66042354,4223028165.1984
606162,1575204120,12.71583923,4270181679.5396
606143,1575194909,12.66579427,3960340804.8379
606089,1575162148,12.85435789,3983978752.1127
606087,1575156052,12.73659771,3993331595.3906
606086,1575154920,12.53576374,4006580761.8354
605993,1575092387,12.61175036,4046586186.9383
605975,1575076106,12.5706517,4061576781.5182
605971,1575074646,12.62570554,4049799244.4708
605968,1575074161,12.55705048,4057634316.6375
605963,1575073153,12.62899463,4068082051.1599
605960,1575071492,12.63025251,4066305191.9203
605958,1575071032,12.69774336,4068799450.0725
605938,1575059183,12.80414029,4062103822.7843
605937,1575058836,12.7426035,4065121343.8421
605928,1575056908,12.89291302,4073749602.4231
605898,1575029873,12.56021449,3942800607.5647
605885,1575024071,12.54577491,3954110701.1542
605871,1575013941,12.57777438,3946341719.4833
605847,1575002136,12.87260972,4038342791.1656
605836,1574995286,12.90379849,4076053058.5745
605806,1574975439,12.64430695,4084909885.6069
605800,1574972048,12.51491059,4083019100.4489
605799,1574971983,12.59329897,4090686026.6686
605788,1574966949,12.58096891,4129514695.9001
605786,1574966671,12.64002901,4143975992.1739
605780,1574964721,12.68085574,4313623530.1467
605775,1574962097,12.76826876,4237230386.961
605757,1574950414,12.99498294,4271572102.6507
605726,1574930274,12.56558081,4226170866.2543
605696,1574910074,12.80739359,4323417367.3425
605694,1574908401,12.68134204,4320780996.0865
605658,1574897136,12.57621033,4189522830.4232
605655,1574895454,12.58546684,4173962964.1148
605634,1574883257,12.8127371,4115428571.5577
605618,1574873235,13.0135721,3999927597.4337
605602,1574865053,12.90632824,3900445710.8905
605593,1574860362,13.2386354,4164126445.3472
605584,1574853256,12.91248626,4113015203.4839
605547,1574829924,12.79856129,4102583480.5558
605536,1574823235,12.92541191,3994515429.5812
605511,1574803787,12.64604078,4217630275.7168
605499,1574798229,12.65355735,4223671259.7568
605486,1574790745,12.85680275,4174928907.3888
605480,1574784768,12.98397664,4028880295.0891
605473,1574779890,12.95025734,4015689481.464
605463,1574772675,12.69206793,4132997247.222
605376,1574703049,12.92533614,4206033647.4563
605369,1574699680,12.84006876,4194965391.0086
605318,1574661856,12.65882939,4174138388.0972
605264,1574632988,12.70644118,4225892467.9881
605230,1574608304,12.6234753,4248155400.0167
605220,1574603674,12.8878497,4247762502.1457
605212,1574594854,12.53961414,4217662129.1287
605206,1574588238,12.56349258,4200437826.8916
605188,1574578812,12.58956738,4104731706.0203
605187,1574578563,12.50848121,4129709980.0563
605186,1574578507,12.63651861,4138477411.7963
605176,1574569017,12.54715407,4210900118.2675
605168,1574564835,12.55728201,4203910324.2979
605150,1574557219,12.59970322,4209735237.0823
605097,1574525439,12.75359127,3894510489.324
605095,1574524509,12.67783122,3889113102.5544
605031,1574492842,12.57269824,4094118669.3205
605018,1574484238,12.68093861,4054091272.7034
605016,1574482880,12.57120839,4058949545.0056
604965,1574463682,12.64539443,4083708038.4584
604963,1574463146,12.73301422,4086429764.2014
604906,1574429762,12.72926802,3759761353.3445
604896,1574425106,13.03522711,3793500945.5749
604895,1574423426,12.7425312,3857590045.3285
604822,1574366109,12.5685569,4105429086.3499
604806,1574358787,12.69346486,3941221910.703
604776,1574344778,12.87975677,4044843338.7883
604760,1574331840,12.56701055,3812119407.4057
604758,1574331520,12.56702025,3814479768.8992
604718,1574304509,12.57779744,3855041123.7256
604688,1574284841,12.71007368,3987909134.1361
604683,1574282548,12.71228997,4056782908.2508
604668,1574273392,12.84832818,4042355898.7089
604666,1574270564,12.67644227,4033621466.905
604649,1574259228,12.95230943,3971647804.2907
604622,1574241278,12.73371501,4059199989.3138
604604,1574233363,12.69962477,3798436396.2529
604595,1574228079,12.64962275,3853809040.4309
604585,1574222952,12.78500441,4044518319.0407
604571,1574214241,12.74816513,3875835573.0948
604559,1574207338,12.75314697,4083722799.0481
604551,1574200721,12.59224466,3917513775.6166
604520,1574186581,12.59452091,3963180929.674
604505,1574180164,12.83878078,3992665914.6911
604495,1574172724,12.76601123,3999981157.8127
604494,1574172504,12.76356556,4001435868.1412
604489,1574169963,13.22642296,4013559071.1611
604484,1574165090,12.96338595,4019331470.4146
604470,1574158018,12.70547384,3806895833.4453
604444,1574139819,12.66917824,3821972170.108
604436,1574135371,12.53920564,3855277048.2665
604420,1574125506,12.67664941,3830053663.892
604408,1574114995,12.97248957,3845881381.1008
604387,1574096795,12.64215026,4016142644.2174
604367,1574086053,12.63135161,4000572265.6853
604356,1574078170,12.916131,4015214955.4635
604348,1574072429,12.67490086,4015513003.7133
604304,1574046492,12.67089002,4030657855.0904
604274,1574035150,12.89074594,4030515579.8513
604209,1574000652,12.61035496,3752538131.7987
604183,1573987391,12.52030802,3745736321.4479
604174,1573982409,12.54534145,3753432275.9212
604172,1573982060,12.51963868,3755631180.2305
604168,1573980363,12.68679844,3761436301.9843
604164,1573978455,12.70045216,3766341472.8375
604123,1573950842,12.60749582,3770855311.3088
604074,1573917945,12.64770435,3913471920.721
604072,1573916201,12.65230924,3932718615.2206
604065,1573913479,12.61937618,4015303177.1008
604058,1573908679,12.66863303,4023923539.6698
604055,1573907283,12.64456172,4020812189.8191
604046,1573903628,12.54088115,4036409800.645
604016,1573886989,12.70179195,4069913843.2927
603997,1573876780,12.85979787,4098130272.4057
603988,1573870603,12.59253741,4095002339.9064
603947,1573845763,12.79677469,4095202337.8469
603877,1573802582,12.57791728,3941428582.5786
603865,1573798077,12.71258811,4005464986.732
603832,1573782128,12.50590181,4077239813.3751
603802,1573769458,12.73827675,4118177695.2298
603789,1573761502,12.85176341,4104207689.8932
603783,1573757672,12.75648021,4091796359.0099
603780,1573755079,12.63586986,4033695194.527
603777,1573753205,12.9124959,4023549316.1309
603775,1573751082,12.68193575,4074345695.8619
603759,1573745194,12.88172223,4047237789.1598
603722,1573726470,12.64286936,4004021167.374
603677,1573703749,12.54322858,4120264828.2057
603614,1573673192,12.63553452,4078993065.1045
603597,1573661801,12.71579493,4039311913.1601
603547,1573630495,12.62794563,4077305264.7914
603544,1573628866,12.66475442,4089333855.3764
603535,1573623250,12.72309173,4130576466.6401
603526,1573616906,12.96826706,4095765674.5785
603506,1573599072,12.67964806,4179242721.374
603493,1573587570,12.81400056,4165404832.3881
603475,1573570591,12.64205338,4062089471.1787
603469,1573566695,12.73146502,4058024495.3664
603455,1573557614,12.55728926,4044885441.1468
603408,1573537930,12.6769678,4075712595.0728
603402,1573535158,12.53147172,4088544823.1139
603391,1573529821,12.93540583,4092917020.9038
603365,1573510153,12.53078826,4179556205.2822
603351,1573504314,12.5,4151788648.5646
603350,1573504300,12.92980713,4156645875.3262
603347,1573501428,12.63830516,4129507645.8112
603338,1573497973,12.66430612,4115414517.6695
603302,1573478528,13.31687774,4200799203.6114
603298,1573476130,12.58271981,4184162036.1494
603269,1573457419,12.53029269,4213704541.0565
603255,1573448772,12.74383651,4246302411.6852
603242,1573441496,12.54976671,4279312954.013
603241,1573441370,12.80264178,4286299464.9584
603184,1573416520,12.72691721,4252302253.9887
603147,1573393528,12.50973518,4172234728.4401
603073,1573350993,12.51648075,4234289233.1854
603024,1573327748,12.76995356,4214145119.9675
602993,1573308697,12.75109765,4222910790.9687
602964,1573290381,12.74942358,4245521314.375
602950,1573280131,12.75827542,4262355461.0436
602932,1573269037,12.74410765,4289579272.9587
602926,1573267447,12.85891176,4286332281.2601
602885,1573232940,12.86964979,4215691959.0025
602821,1573196477,12.6216037,4194738127.0904
602815,1573190339,12.77723185,4198001689.5464
602810,1573186082,12.55650935,4281534477.7192
602804,1573182992,12.76174715,4286231740.9488
602769,1573163540,12.88618369,4316408593.2623
602746,1573144433,12.71124807,4235012257.3607
602740,1573142220,12.92674423,4218006910.8286
602725,1573130057,12.67126851,4140616192.0722
602700,1573116643,12.8672988,4107440233.6637
602696,1573114011,12.61190087,4319308555.0445
602651,1573083925,12.66388838,4200092874.7121
602612,1573061776,12.80724775,4201830404.6596
602605,1573058860,12.96265478,4241575393.0942
602592,1573050174,12.83084283,4193204177.3038
602576,1573038126,13.1354946,4222578150.9317
602555,1573020876,13.04006095,4312003347.1392
602550,1573015207,12.57990709,4341217730.7673
602521,1572999162,12.6273493,4344710251.0859
602509,1572992821,13.1882315,4376060196.3237
602477,1572974353,12.75034396,4286592353.0497
602377,1572913194,12.85338591,4363074303.1581
602368,1572910494,13.26528689,4414258023.8668
602320,1572876060,13.57653085,4300940226.06
602307,1572868001,12.53772757,4305346426.0908
602269,1572847701,12.59748929,4381392888.754
602228,1572818150,12.59717283,4406545078.0104
602215,1572809586,12.59735864,4379605379.5263
602196,1572797044,12.7276112,4398915429.6104
602184,1572789736,13.40836054,4404462078.6166
602180,1572783779,12.72104804,4383816373.3396
602172,1572779545,12.54130288,4373825337.3208
602160,1572772105,12.53726558,4375811008.6988
602140,1572758867,12.60581087,4405056506.7079
602089,1572720949,12.67424484,4394176279.7839
602081,1572717070,12.71101134,4375671125.2449
602048,1572702038,12.78256717,4327619750.6447
602034,1572693791,12.65437692,4350003798.2092
602014,1572683262,12.65839399,4366078072.645
602000,1572672107,12.9979439,4396648418.1879
601980,1572658784,12.58145235,4387969056.0057
601973,1572654355,12.71636931,4381014834.652
601943,1572635383,13.04513746,4124874027.9832
601887,1572596568,12.74639278,4420085936.9813
601881,1572592848,12.51948772,4431139094.2732
601866,1572583347,12.80119212,4470247138.9355
601861,1572581221,12.92083483,4478687032.6142
601798,1572530467,12.6057272,4446372705.0555
601782,1572524391,12.94694523,4481958780.2664
601760,1572508586,12.97440861,4493120850.9306
601754,1572506114,12.60366069,4477267669.5756
601703,1572477456,12.90596277,4464265513.8684
601661,1572447040,12.61985204,4390372017.1058
601591,1572405667,12.72261805,4554145825.1867
601557,1572381132,12.67505086,4596121921.7357
601556,1572380708,12.69834947,4582190678.2366
601465,1572319488,12.62647331,4538183747.6192
601432,1572301762,12.56453383,4505169646.4978
601398,1572278122,12.89324894,4495159372.111
601367,1572261192,12.63481971,4449417091.827
601364,1572260612,12.72489809,4459274526.1214
601334,1572239791,12.84755279,4530080398.7964
601286,1572205081,12.52479004,4497804690.1749
601284,1572204832,12.72465082,4503957923.8146
601283,1572204268,12.73800975,4504298713.726
601261,1572189640,12.96473167,4532929767.286
601257,1572185425,12.90849447,4528562905.3084
601248,1572177163,12.50228947,4522677430.526
601245,1572176171,12.71982289,4526936131.1731
601240,1572173258,12.54863993,4524444184.519
601209,1572151212,12.83196134,4580579822.4982
601178,1572124632,12.91129249,4481776835.9053
601174,1572123354,12.90653156,4484294620.4234
601158,1572117791,13.26629658,4479594708.2784
601156,1572114537,13.09237825,4473995333.0672
601131,1572094010,12.61060975,4448130130.5937
601107,1572078705,12.57496579,4527865383.8618
601099,1572075998,12.89195282,4548113783.3261
601096,1572074452,12.54481739,4524874230.7087
601091,1572073492,12.6958043,4538537268.7383
601090,1572073195,12.81214991,4541885601.1804
601061,1572053988,12.72712129,4516481122.9064
601043,1572042448,12.93937858,4555915440.1189
601042,1572040897,12.62596539,4521533806.945
601019,1572030110,12.79686124,4564948916.3938
600922,1571968654,12.72530456,4589978850.7069
600886,1571939623,12.6662037,4529639116.1937
600819,1571895858,12.74217369,4523348780.0538
600802,1571887349,12.73015381,4573067197.0496
600796,1571880512,12.63528989,4565139900.0866
600791,1571878634,12.56227575,4567893544.965
600784,1571876371,12.71116121,4557165942.4311
600673,1571819445,13.15327066,4372663200.2047
600672,1571817780,12.62364312,4366819981.708
600613,1571788023,12.53237195,4498238928.408
600604,1571785078,12.50225662,4496313418.005
600566,1571768503,12.62995577,4472895398.5906
600549,1571759595,12.57216101,4475778642.2067
600531,1571747984,12.62159616,4491982024.07
600520,1571744559,12.67733075,4486185269.4065
600497,1571725929,12.53819729,4494974494.6732
600491,1571723529,12.60075229,4499063671.6163
600455,1571709000,12.76374728,4574456931.7183
600452,1571706372,12.53846696,4573817454.5552
600418,1571689533,12.67058582,4551784525.3406
600410,1571683509,12.81963943,4507229486.438
600398,1571678423,12.67836291,4502499946.4617
600380,1571669458,12.58750096,4470907426.8802
600281,1571611752,12.61993217,4549178750.703
600256,1571601481,12.5450382,4524721864.8417
600200,1571572499,12.51185382,4498309533.2985
600199,1571572443,12.55451953,4500212211.8986
600198,1571572248,12.64933658,4506952385.0229
600177,1571556666,12.59624902,4571331175.2194
600135,1571525643,12.57752114,4620477395.9377
600123,1571517521,12.61993052,4600685238.0346
600110,1571511346,12.68829293,4577400736.512
600086,1571495314,12.54821835,4565062216.3831
600068,1571489227,12.61242182,4574461964.3447
600057,1571481740,12.66551798,4575825685.0626
600043,1571470427,12.57556608,4569093128.4389
600028,1571461053,12.55667754,4622843541.073
599985,1571434553,12.7849528,4902317245.9726
599860,1571368487,12.67193182,4670679956.0374
599799,1571337985,12.78624447,4553126079.5582
599798,1571336907,12.57005833,4559227103.4446
599797,1571336896,12.64682312,4565705670.7979
599764,1571314263,12.59393053,4600413151.446
599745,1571302036,12.88939775,4623597409.1659
599730,1571294005,12.52672601,4620089903.6831
599728,1571292959,12.82012362,4617667118.3198
599700,1571276546,12.68021666,4639901051.986
599682,1571268578,12.54654944,4589759250.599
599674,1571265153,12.59261511,4612376760.6304
599670,1571263938,12.70910111,4616277015.7093
599650,1571251195,12.76702576,4563886364.1246
599639,1571245468,12.68402448,4608244388.8375
599610,1571229734,12.7696682,4656778206.1307
599608,1571226972,12.62712274,4564513388.6177
599604,1571225659,12.70173097,4548528620.397
599595,1571220312,12.76787518,4508902873.2049
599563,1571194379,12.72368323,4417871867.7912
599548,1571185862,12.75057507,4508233640.3156
599514,1571166551,12.82262856,4641407966.097
599485,1571147641,12.56059193,4630569100.7101
599465,1571138748,12.8413108,4727316515.3069
599452,1571130166,12.7177536,4730908887.7288
599437,1571119931,12.60990546,4714818134.8366
599431,1571118317,12.59746506,4750984184.1144
599421,1571113809,12.58062984,4802014168.1301
599412,1571109060,12.6261471,4786194753.0133
599385,1571093661,12.6617087,4782010721.2884
599380,1571091505,12.75154501,4792324879.1524
599378,1571088673,12.61214873,4770878655.492
599350,1571070470,12.92023443,4759981054.5307
599345,1571064943,12.82513026,4771298725.7763
599288,1571030041,12.63143302,4859432473.2098
599243,1570994039,12.50180675,4856332452.9787
599224,1570982520,12.71858524,4915308601.9565
599191,1570964125,12.53312705,4895794499.328
599172,1570954302,12.54304669,4895963554.7912
599131,1570930184,12.66037094,4939213336.3756
599116,1570925467,12.66202215,4953518074.164
599066,1570890804,12.51024915,4906465438.5643
599048,1570882004,12.68701551,4889499619.2792
599026,1570863245,12.60701781,4919244781.9973
599014,1570858330,12.50749696,4952223051.0828
598922,1570801636,12.65081877,4857872788.0566
598887,1570782954,12.80387821,4849342559.2796
598866,1570770191,12.70914038,4882845362.3898
598843,1570759101,12.65310179,4893321006.1817
598819,1570748181,12.56419221,4836479544.5191
598812,1570744441,12.5986678,4814969816.9649
598803,1570739219,12.57886306,4790305329.1679
598768,1570723489,12.651552,4827367799.917
598694,1570684447,12.77238174,4873703785.3471
598682,1570678085,12.57395255,4905413428.2535
598680,1570677789,12.57588436,4907439356.8366
598661,1570664204,12.71622016,4863513082.8479
598596,1570618450,13.01464681,4785972735.4501
598587,1570613397,12.67678123,4796076569.8309
598586,1570613183,12.94603498,4798625955.4078
598544,1570587121,12.63377151,4849373047.1243
598526,1570578893,12.52544423,4792089063.9581
598521,1570577235,12.50167669,4802261897.309
598520,1570577222,12.60676414,4811262613.1043
598517,1570575598,12.57434724,4805244523.9018
598513,1570572027,12.60528549,4805084838.2723
598495,1570559195,12.86042269,4775463819.9521
598489,1570555923,12.63100337,4789536982.9356
598477,1570549174,12.99748136,4781523910.757
598436,1570533426,12.7399232,4753230775.44
598429,1570529668,12.84628587,4754538816.8156
598415,1570517835,12.51417981,4785443609.8217
598378,1570500164,12.74218362,4889516019.8199
598373,1570496369,12.81308445,4881202030.4099
598352,1570488808,12.77619639,4955009297.2217
598247,1570429704,12.5,4794102759.6982
598219,1570413969,12.61852926,4900918429.5242
598172,1570383111,12.52483292,4890548273.3143
598168,1570381286,12.53824387,4888114643.5852
598146,1570372665,12.62274744,4913171164.1483
598103,1570346561,12.53248486,4866255930.4724
598077,1570329446,12.52742534,4918090398.6219
598073,1570328314,12.63385075,4921174121.3132
598061,1570320254,12.57809431,4922366687.9817
598024,1570297385,12.59826579,4859744947.7025
598014,1570291991,12.63126915,4875582095.3373
597999,1570282890,12.6447532,4880867025.405
597995,1570280976,13.10690362,4873533399.2596
597982,1570272220,12.60726434,4861837867.1506
597974,1570268421,12.59178054,4864999012.1132
597933,1570249729,12.50848959,4921782642.5488
597929,1570248900,12.57999161,4927640451.4778
597925,1570247516,12.7152492,4943658144.4221
597892,1570228641,12.71254838,4868336852.8608
597883,1570224944,12.62456583,4854432541.8147
597877,1570222712,12.64246139,4844556120.9103
597873,1570220790,12.54929271,4835550691.7068
597855,1570208344,12.64634437,4812654488.2008
597823,1570191778,12.68061294,4770816564.0376
597808,1570182426,12.6464263,4804682939.4604
597807,1570182188,12.84172343,4815577467.0236
597764,1570151273,12.62715115,4820504359.6386
597741,1570140857,13.01286849,4811688359.8954
597729,1570131200,12.53570935,4753947364.1478
597690,1570112624,13.04691392,4744895717.5957
597686,1570109395,13.60458041,4756770852.1641
597677,1570103018,12.91220875,4689548606.2547
597643,1570079091,12.56180096,4834481121.539
597619,1570067168,12.68855886,4803088581.6454
597589,1570050306,12.93772601,4700929877.3253
597584,1570045723,12.62177405,4688914160.5332
597570,1570035118,12.72844096,4750096910.2574
597536,1570016428,12.61890135,4724727978.985
597521,1570010125,13.00245523,4797662526.5137
597513,1570000935,12.7041072,4679667902.9213
597509,1569999941,12.55478175,4704545094.9398
597499,1569997330,12.81613504,4862663336.2307
597497,1569996341,12.61949657,4861923074.5337
597426,1569954577,12.89525462,4727417307.094
597381,1569929896,12.95269265,4821031595.1283
597312,1569884621,12.79919741,5130749833.6526
597309,1569883438,12.82089763,5091605575.4193
597308,1569882961,12.6743049,5073034963.2181
597295,1569875028,12.97282692,5045117743.6275
597284,1569869930,13.02139907,5080786929.5139
597275,1569864689,13.21165612,5123950757.6716
597228,1569829209,12.77808777,5319477564.7442
597218,1569819942,12.56728771,5345439074.0944
597192,1569805919,12.67754183,5366039516.253
597177,1569798273,12.56680695,5368799650.791
597151,1569780177,12.60660057,5343084568.5393
597148,1569778590,12.6090073,5341444055.8981
597079,1569734435,12.74352678,5353500178.714
597061,1569721327,12.58291787,5368617393.6969
597027,1569698139,12.55198297,5326070819.9314
597015,1569692252,12.52128097,5313639180.833
596992,1569683414,12.68923272,5292341681.3279
596976,1569672878,12.54196527,5338332753.7626
596974,1569672663,12.58167718,5334500058.8473
596963,1569665797,12.6750244,5285791846.679
596951,1569660506,12.71996044,5305858521.6742
596927,1569648238,12.54020357,5316314391.4697
596883,1569622689,12.8682156,5259131435.755
596826,1569580169,12.58514391,5210828536.4196
596824,1569579830,12.55906225,5212631311.3783
596781,1569551702,12.68226398,5384804879.7259
596773,1569548202,12.69493936,5416925664.8092
596770,1569547353,12.75863051,5407927373.0968
596746,1569533687,12.51244964,5319228616.1201
596696,1569508206,12.68684621,5328825871.4399
596671,1569494772,12.53132265,5237740576.9645
596619,1569467959,12.85384493,5381906137.1643
596614,1569465715,12.51199438,5424518390.121
596612,1569465676,12.6720433,5437874551.9869
596605,1569460902,12.55277109,5422318977.4566
596583,1569451071,12.9349542,5291586223.8242
596555,1569435943,12.58012108,5344817411.2604
596542,1569430730,13.00411477,5372169658.8022
596526,1569422429,12.80503995,5387406806.205
596483,1569399850,12.64572266,5308453484.5305
596461,1569388150,12.61454639,5359088371.3611
596443,1569378203,12.77758419,5438319146.1987
596435,1569371222,12.77786902,5413514314.1587
596422,1569363475,12.52029683,5384774552.2461
596407,1569356975,12.66837518,5353739162.7506
596401,1569353985,12.62066765,5327012372.2302
596398,1569353496,12.54437519,5302171999.5126
596334,1569321321,12.79811112,5237365544.6943
596315,1569306985,12.6644886,5265401578.0477
596302,1569299394,12.66784988,5274783778.0885
596213,1569240799,13.06566398,5192010662.2934
596187,1569217971,12.78140346,5182149796.0683
596172,1569209291,12.99873789,5242864676.2615
596143,1569186045,12.67884907,5369833779.5967
596136,1569184401,12.55608171,5360316897.4381
596101,1569167584,12.61767151,5397331466.3424
596074,1569153218,12.68182031,5384394892.1508
596065,1569148845,12.57458796,5364925843.9667
596050,1569142206,12.53702835,5394935519.4159
596048,1569141386,12.7035068,5395354908.3256
596014,1569120648,12.58194934,5431454384.0387
595972,1569097023,12.51955138,5411318780.592
595970,1569096769,12.5292762,5412492792.1351
595969,1569096635,12.52552435,5414689996.3775
595925,1569073188,12.75100593,5419085968.606
595921,1569070968,12.61818033,5383810656.8958
595896,1569056478,12.75232951,5465570831.3957
595856,1569037418,12.62096711,6468483582.235
595837,1569029808,12.87903167,6503601327.1977
595826,1569019554,12.66404884,6417331515.2137
595798,1569004483,12.61704328,6411522839.5224
595797,1569004434,12.82829659,6421653196.3815
595785,1568997112,12.79379903,6517002858.3358
595784,1568996570,12.7981888,6526801362.1921
595766,1568983680,12.64818056,6457206474.9859
595756,1568975273,12.69547817,6259326160.372
595743,1568969924,12.50654985,6408463252.4472
595738,1568968709,12.5931083,6419997281.3526
595734,1568966456,12.60336551,6418033020.4904
595716,1568956054,12.54347084,6319620999.8759
595707,1568952970,12.63810563,6492449106.7654
595706,1568952634,12.54363205,6490311401.0144
595685,1568940586,12.69067562,6448025448.1887
595634,1568912640,12.71582872,6435668606.3434
595602,1568892882,12.735459,6091748961.4195
595593,1568886689,12.6278324,6012255509.2487
595580,1568881311,12.59062155,6003786647.9163
595567,1568873236,12.67924257,5951504419.6907
595557,1568866763,12.73223717,6065183574.1629
595545,1568857011,12.70582548,6460763930.086
595534,1568851521,12.54515471,6354632872.3959
595525,1568846744,12.70785683,6383356332.1623
595504,1568836199,12.53039158,6303688451.9511
595502,1568835985,12.68159659,6319003532.8181
595492,1568831601,12.52246448,6383171395.1385
595490,1568831347,12.64992332,6397501037.151
595480,1568827708,12.78253087,6407682536.4939
595460,1568819069,12.67456676,6427122660.895
595448,1568813144,12.7246579,6428348760.4492
595439,1568806589,12.74234843,6447080477.436
595429,1568800080,12.73254058,6413482042.1508
595423,1568797638,12.60121277,6430377771.6332
595420,1568796226,12.78145517,6427260726.8405
595403,1568787885,12.67718526,6455178237.1495
595398,1568786158,12.58353273,6460873498.3765
595376,1568773646,12.87713028,6521349826.5094
595368,1568769466,12.50278699,6452753791.9922
595351,1568760921,12.54895683,6389299211.6034
595344,1568757882,12.64957527,6383034982.9039
595333,1568751729,12.75857768,6435672969.7602
595313,1568739161,12.78275395,6517546481.1851
595310,1568737969,12.99634208,6520594669.2821
595277,1568716696,12.82391361,6352332352.9967
595275,1568714692,12.58249247,6332386412.8763
595271,1568712855,12.65039829,6378295519.1453
595200,1568671742,12.73935201,6359911347.5523
595191,1568665136,12.5590046,6340676931.5788
595184,1568661014,12.70097686,6394298447.6828
595175,1568655754,12.80873349,6425728901.4608
595163,1568650578,12.71957489,6464465315.8388
595160,1568647930,12.61568693,6461604862.9699
595154,1568646520,12.67004762,6473026312.3621
595142,1568642434,12.70620881,6483886065.841
595131,1568633817,12.70585814,6382573513.1622
595130,1568633138,12.71033581,6363926588.8651
595111,1568622454,12.75491315,6354010310.6828
595089,1568610155,12.5118575,6359532424.8431
595078,1568603870,12.69198911,6466774232.3621
595075,1568603015,12.8560973,6495714454.9676
595066,1568597582,12.61185191,6472503317.6563
595064,1568596842,12.52816983,6451555131.0108
595038,1568585778,12.51053866,6489548013.8403
595036,1568585287,12.62021746,6482459367.8326
595032,1568584057,12.51057875,6475932565.1283
595001,1568570135,12.71135791,6474056592.5673
594995,1568567533,12.63524602,6461470440.0608
594984,1568562641,12.71758798,6471795875.7507
594908,1568512819,12.51090414,6537703504.0485
594847,1568474444,12.61887003,6438275692.9263
594841,1568472096,12.9005532,6450366878.8463
594839,1568470164,12.82955136,6447194188.4049
594826,1568463885,12.64765675,6485627526.8859
594825,1568463185,12.55508334,6485295312.9439
594822,1568461881,12.57162568,6489864023.538
594821,1568461663,12.67597925,6491804694.9318
594820,1568460924,12.64910447,6488342658.5986
594804,1568450654,12.54196182,6385424197.9862
594765,1568429841,12.62443511,6555090707.1971
594731,1568408664,12.59005156,6431666519.5596
594704,1568394368,12.62874595,6467834280.3064
594702,1568393549,12.68446564,6476592936.0049
594685,1568384465,12.81428082,6486055882.8829
594679,1568381213,12.81555203,6532854559.7148
594666,1568371433,12.73294946,6282188243.5091
594653,1568364370,12.5455711,6278948815.9495
594629,1568350506,12.5980338,6290182565.0843
594580,1568326319,12.58649629,6413911331.6097
594562,1568315143,12.74097978,6379859244.6962
594543,1568305385,12.60706873,6401769424.6465
594535,1568301075,12.69346233,6416432224.0368
594520,1568292387,12.57411548,6261218511.8423
594515,1568290482,12.60167429,6270530690.6898
594509,1568287173,12.77197217,6275178913.527
594493,1568279515,12.5221065,6233514393.8262
594472,1568267258,12.65907999,6308140419.7207
594471,1568266979,12.89643399,6320036498.8491
594443,1568250254,12.56952323,6349626699.8049
